Year,UserId,TotAnswers
2019,76838,36
2020,19735,36
2019,70512,36
2019,33479,36
2019,114241,36
2019,3374,36
2019,70534,36
2020,51157,36
2019,91429,36
2019,16630,36
2019,20015,36
2019,8681,36
2019,18518,36
2020,15412,36
2019,8679,36
2019,6130,36
2019,40572,36
2019,55542,36
2019,15471,36
2019,31944,36
2020,58551,36
2019,117401,35
2019,25882,35
2019,74421,35
2020,6694,35
2019,89918,35
2019,3431,35
2020,67713,35
2020,48557,35
2020,75390,35
2019,38428,35
2019,83850,35
2020,16581,35
2019,70145,35
2020,24008,35
2020,69620,35
2019,17228,35
2019,65414,35
2019,30659,35
2020,113055,35
2019,27593,35
2019,114011,35
2019,26693,35
2019,75136,35
2020,55674,35
2019,69109,35
2020,39335,35
2019,100560,35
2019,22286,35
2019,108710,35
2019,53648,35
2019,94587,35
2019,42913,35
2019,61152,35
2019,26880,35
2020,64041,35
2019,58423,35
2019,99253,35
2019,43111,35
2019,59624,35
2019,1016,35
2019,107640,35
2019,54006,35
2019,66500,35
2019,24391,35
2019,84795,35
2020,48936,35
2020,92617,35
2019,47998,35
2019,92174,35
2019,30775,35
2019,68340,35
2019,24607,35
2019,113573,35
2019,20996,35
2020,95229,35
2019,37942,35
2019,88521,35
2019,57405,35
2019,83287,35
2020,50513,35
2019,68548,35
2019,32779,35
2019,81813,35
2019,17728,35
2019,92579,35
2019,51264,35
2019,113580,35
2019,12736,35
2020,105268,35
2019,29267,35
2020,111209,35
2019,8558,35
2020,14733,35
2019,1458,35
2019,45720,35
2019,29870,35
2019,35863,35
2019,23652,35
2019,56681,35
2019,30271,35
2019,12709,35
2019,18751,35
2019,35412,35
2019,35669,35
2019,10333,35
2019,47444,35
2020,49882,35
2020,28641,35
2019,118099,34
2019,35219,34
2019,117498,34
2019,46924,34
2019,61440,34
2019,42367,34
2019,62022,34
2019,30571,34
2019,109394,34
2019,37721,34
2020,64743,34
2019,56823,34
2020,112187,34
2019,11570,34
2020,101303,34
2020,26107,34
2019,73174,34
2019,8715,34
2019,70222,34
2020,46847,34
2019,81494,34
2019,50122,34
2019,93461,34
2019,13979,34
2019,101002,34
2019,33061,34
2020,65054,34
2019,31519,34
2019,95904,34
2019,40692,34
2019,103051,34
2019,33431,34
2019,102778,34
2020,33490,34
2019,75998,34
2020,26066,34
2020,102318,34
2019,23309,34
2019,109005,34
2020,684,34
2020,82226,34
2020,31698,34
2019,105646,34
2019,3783,34
2019,78406,34
2020,10977,34
2019,108603,34
2020,17941,34
2019,69425,34
2019,4655,34
2019,83962,34
2019,26095,34
2019,82245,34
2019,41403,34
2019,107098,34
2019,47337,34
2019,93644,34
2019,26414,34
2020,99835,34
2019,49469,34
2020,93982,34
2020,15271,34
2019,90029,34
2019,20366,34
2019,88385,34
2020,15117,34
2019,90367,34
2020,1229,34
2019,115842,34
2020,28190,34
2019,96611,34
2020,44447,34
2019,80431,34
2019,4433,34
2020,115333,34
2019,28376,34
2019,90743,34
2019,24389,34
2019,72519,34
2019,1293,34
2019,67444,34
2020,47438,34
2019,70824,34
2019,43294,34
2020,79622,34
2019,43901,34
2019,67220,34
2019,13047,34
2019,73386,34
2019,3188,34
2019,78780,34
2019,32402,34
2019,106137,34
2019,75521,34
2019,60298,34
2019,88864,34
2020,77735,34
2020,65803,34
2019,53043,33
2019,111561,33
2020,10333,33
2019,108328,33
2020,45944,33
2019,102487,33
2019,45994,33
2019,95298,33
2019,40175,33
2019,63525,33
2020,43771,33
2019,65676,33
2020,26046,33
2019,66335,33
2019,7656,33
2020,79793,33
2019,32528,33
2019,83590,33
2019,24770,33
2020,87247,33
2019,46528,33
2019,65426,33
2019,22386,33
2019,79622,33
2019,40902,33
2020,87802,33
2019,33503,33
2019,92021,33
2019,10827,33
2019,103154,33
2020,12568,33
2020,82500,33
2019,14072,33
2019,82775,33
2019,39422,33
2019,95989,33
2019,4922,33
2019,112019,33
2019,56906,33
2020,89751,33
2020,32136,33
2019,67008,33
2019,49131,33
2019,102771,33
2020,46281,33
2020,62421,33
2019,52869,33
2020,83264,33
2020,54503,33
2020,76073,33
2019,16678,33
2020,108149,33
2019,7064,33
2019,82076,33
2020,19724,33
2019,83698,33
2019,45504,33
2019,59554,33
2020,4529,33
2020,101227,33
2019,57955,33
2019,91568,33
2020,42754,33
2019,101127,33
2019,31955,33
2019,80882,33
2019,43209,33
2019,70176,33
2020,53722,33
2019,64673,33
2019,29081,33
2019,70372,33
2019,31936,33
2019,105420,33
2019,32697,33
2019,70463,33
2019,15379,33
2020,96457,33
2019,26456,33
2020,109995,33
2019,26498,33
2019,100190,33
2019,19451,33
2019,87099,33
2020,20721,33
2020,113747,33
2020,15310,33
2020,73515,33
2019,84438,33
2019,115544,33
2019,80175,33
2019,113639,33
2019,83932,33
2020,84375,33
2019,74609,33
2019,111952,33
2019,114911,33
2020,109241,33
2020,118562,32
2019,90999,32
2019,118210,32
2019,93782,32
2019,49301,32
2019,90645,32
2020,53288,32
2019,78015,32
2019,28122,32
2019,76637,32
2020,54755,32
2019,113485,32
2019,29541,32
2020,105346,32
2019,56411,32
2019,112314,32
2019,5943,32
2019,75253,32
2019,46262,32
2020,91534,32
2020,37063,32
2020,94805,32
2020,29527,32
2020,67386,32
2020,43243,32
2019,115423,32
2020,57457,32
2020,83190,32
2019,18426,32
2019,97011,32
2019,12663,32
2019,59558,32
2019,24155,32
2020,115812,32
2019,52526,32
2020,85878,32
2019,43947,32
2019,99648,32
2020,39735,32
2019,99706,32
2019,48449,32
2019,82442,32
2019,2025,32
2019,83461,32
2019,50231,32
2019,60535,32
2019,14671,32
2019,70791,32
2020,33300,32
2019,104277,32
2019,10622,32
2019,102610,32
2019,25781,32
2019,96526,32
2019,20229,32
2020,99204,32
2019,55829,32
2019,73056,32
2020,1860,32
2019,79418,32
2019,44499,32
2019,97707,32
2019,15685,32
2020,72521,32
2019,27309,32
2019,79775,32
2019,29253,32
2019,79776,32
2019,29889,32
2019,103226,32
2019,54406,32
2019,115453,32
2020,30950,32
2020,79776,32
2019,10621,32
2019,63500,32
2019,34258,32
2019,66864,32
2019,22577,32
2019,88435,32
2019,49649,32
2019,111578,32
2019,53619,32
2019,70615,32
2019,29524,32
2019,80811,32
2020,46056,32
2019,66944,32
2019,53636,32
2019,116522,32
2019,12937,32
2019,96510,32
2019,109540,32
2019,106325,32
2019,68080,32
2020,116263,32
2019,85304,32
2019,69601,32
2019,84343,32
2019,70446,32
2020,73709,32
2020,100381,32
2020,70463,32
2019,110018,32
2019,81994,32
2019,117427,31
2019,113259,31
2019,118145,31
2019,68749,31
2019,6622,31
2019,74926,31
2019,21845,31
2019,65581,31
2019,34014,31
2019,98043,31
2019,22022,31
2019,94668,31
2019,17619,31
2019,115500,31
2019,29179,31
2019,94720,31
2019,23698,31
2019,87674,31
2019,37317,31
2019,76550,31
2019,6391,31
2019,91726,31
2019,23203,31
2019,114131,31
2019,32357,31
2019,69732,31
2019,32072,31
2019,65578,31
2019,38975,31
2019,102887,31
2019,26034,31
2019,84628,31
2019,35602,31
2019,63817,31
2019,39606,31
2019,71922,31
2019,16456,31
2019,83499,31
2019,16846,31
2019,112932,31
2019,31669,31
2019,116126,31
2019,26722,31
2019,112897,31
2019,36442,31
2019,83606,31
2019,4173,31
2019,102212,31
2019,25008,31
2019,72677,31
2019,24986,31
2019,113587,31
2019,35543,31
2019,83673,31
2020,23247,31
2020,64130,31
2019,18539,31
2019,100913,31
2019,4889,31
2019,109578,31
2019,10945,31
2019,108315,31
2019,3201,31
2019,91611,31
2020,47118,31
2020,102792,31
2019,12411,31
2019,71655,31
2019,11369,31
2019,99156,31
2019,51008,31
2019,115784,31
2019,3529,31
2020,71796,31
2020,12285,31
2019,93333,31
2020,14057,31
2020,85440,31
2019,51157,31
2019,116685,31
2020,43968,31
2020,96876,31
2019,14201,31
2019,107388,31
2019,55471,31
2019,111586,31
2019,51878,31
2019,79324,31
2019,52851,31
2019,114722,31
2020,53043,31
2019,83240,31
2019,40542,31
2019,73848,31
2019,50046,31
2019,92126,31
2019,44564,31
2019,103487,31
2019,54429,31
2020,95212,31
2019,54591,31
2020,60887,31
2019,1853,31
2020,67008,31
2019,58651,31
2019,79249,31
2020,49251,31
2019,62942,31
2019,58187,31
2019,88323,31
2019,49685,31
2019,62762,31
2020,2191,31
2019,89512,31
2020,61558,31
2019,95895,31
2019,114188,31
2019,112187,31
2020,89531,31
2019,114390,31
2019,83000,31
2019,74842,31
2019,118329,30
2019,110544,30
2020,117385,30
2019,70807,30
2020,56317,30
2019,99773,30
2019,38912,30
2019,115790,30
2019,42469,30
2019,115818,30
2019,25797,30
2019,92072,30
2019,28715,30
2019,96876,30
2020,14326,30
2019,71398,30
2019,28819,30
2019,90961,30
2019,51391,30
2019,106753,30
2019,51269,30
2020,64362,30
2019,43064,30
2019,110092,30
2019,12086,30
2019,109277,30
2019,10481,30
2019,59023,30
2019,46,30
2019,103994,30
2019,35659,30
2019,114503,30
2019,503,30
2019,89959,30
2019,4477,30
2019,83747,30
2019,27656,30
2019,114564,30
2019,27160,30
2019,85234,30
2019,4609,30
2020,103788,30
2019,2979,30
2019,78028,30
2019,1322,30
2020,76806,30
2019,20315,30
2019,96238,30
2020,45423,30
2019,64011,30
2019,30995,30
2019,81101,30
2019,2759,30
2019,70582,30
2019,35072,30
2019,83197,30
2019,5115,30
2019,62108,30
2019,36359,30
2019,64401,30
2020,17158,30
2019,108314,30
2020,50530,30
2019,107259,30
2019,4170,30
2020,87148,30
2019,30063,30
2019,106886,30
2019,53908,30
2020,90645,30
2019,132,30
2019,98212,30
2019,3033,30
2019,95115,30
2019,43642,30
2019,80185,30
2019,12403,30
2019,105700,30
2019,53544,30
2019,108135,30
2019,13521,30
2019,92520,30
2019,18303,30
2020,60193,30
2019,9803,30
2019,59777,30
2020,18052,30
2019,115526,30
2019,17014,30
2019,92563,30
2020,7443,30
2019,94777,30
2019,18299,30
2020,103274,30
2019,3470,30
2019,111424,30
2020,41201,30
2019,111614,30
2019,57945,30
2019,88721,30
2019,12680,30
2020,60275,30
2019,24801,30
2020,111130,30
2020,47545,30
2019,82610,30
2019,40875,30
2019,118742,29
2019,25936,29
2019,79337,29
2019,43692,29
2020,67789,29
2019,36986,29
2019,103177,29
2019,15282,29
2019,101794,29
2020,5878,29
2019,75716,29
2019,9169,29
2019,83093,29
2020,20694,29
2019,95171,29
2019,54532,29
2019,97760,29
2020,5863,29
2019,59337,29
2019,43700,29
2019,84088,29
2019,14249,29
2019,111357,29
2019,17511,29
2019,114414,29
2019,18442,29
2019,101469,29
2019,8914,29
2019,89913,29
2019,50482,29
2020,74155,29
2020,29515,29
2019,75817,29
2019,50296,29
2019,77600,29
2019,7181,29
2019,58952,29
2020,32356,29
2020,105054,29
2019,19444,29
2020,84381,29
2019,19424,29
2019,101312,29
2019,30869,29
2019,106652,29
2019,5288,29
2019,102085,29
2020,13111,29
2019,84709,29
2019,12757,29
2019,105638,29
2020,13892,29
2019,113529,29
2019,46411,29
2019,69370,29
2020,8591,29
2019,105080,29
2019,44720,29
2019,104392,29
2019,35596,29
2019,92063,29
2019,44896,29
2019,114730,29
2020,27755,29
2019,72977,29
2019,17747,29
2019,95519,29
2019,51562,29
2019,114832,29
2020,45839,29
2020,110578,29
2019,46024,29
2019,80711,29
2019,5597,29
2019,97007,29
2020,46076,29
2020,113372,29
2019,46158,29
2020,94491,29
2019,29075,29
2019,95421,29
2020,14018,29
2019,91020,29
2019,52902,29
2019,60800,29
2019,27739,29
2020,94449,29
2019,31185,29
2019,106766,29
2019,6888,29
2020,75196,29
2019,55272,29
2020,62917,29
2020,9538,29
2019,96757,29
2020,39515,29
2020,85726,29
2019,57266,29
2019,115765,29
2020,38856,29
2020,65874,29
2019,39192,29
2019,70713,29
2019,22159,29
2019,62271,29
2019,23366,29
2019,78762,29
2020,15822,29
2020,98502,29
2020,55488,29
2020,85621,29
2020,40362,29
2019,86943,29
2019,22351,29
2019,112482,29
2019,55600,29
2019,93983,29
2019,72190,29
2019,65603,29
2019,117284,28
2019,107781,28
2019,277,28
2019,83596,28
2020,5698,28
2019,117039,28
2020,14980,28
2019,102699,28
2019,43760,28
2019,83145,28
2019,13631,28
2019,116947,28
2019,9084,28
2019,91975,28
2019,4355,28
2020,103400,28
2020,45023,28
2020,68242,28
2020,35460,28
2019,76155,28
2020,31955,28
2019,92339,28
2019,53262,28
2019,68578,28
2020,47629,28
2019,76295,28
2020,44226,28
2020,69104,28
2019,32829,28
2019,58859,28
2019,12453,28
2019,110358,28
2019,38100,28
2019,93153,28
2019,55673,28
2020,63850,28
2019,5139,28
2019,105447,28
2019,46542,28
2019,110821,28
2019,47978,28
2019,87288,28
2020,50594,28
2019,61020,28
2019,45635,28
2019,59970,28
2020,52194,28
2020,111107,28
2019,17238,28
2019,90481,28
2019,41935,28
2020,87559,28
2019,34581,28
2019,63301,28
2019,12149,28
2019,67787,28
2019,20584,28
2020,114827,28
2019,9429,28
2020,78086,28
2020,653,28
2020,95813,28
2019,13180,28
2020,78028,28
2019,23546,28
2019,78555,28
2019,6252,28
2020,96087,28
2019,31240,28
2019,114776,28
2019,3697,28
2020,74537,28
2019,8410,28
2020,90019,28
2019,49893,28
2019,96968,28
2020,52265,28
2020,99211,28
2019,29218,28
2019,113893,28
2020,48125,28
2019,110918,28
2019,48215,28
2019,65885,28
2019,12534,28
2019,76602,28
2020,36452,28
2019,101347,28
2020,22717,28
2019,116371,28
2019,23977,28
2019,109706,28
2019,19824,28
2019,116166,28
2020,26456,28
2019,67246,28
2020,15087,28
2019,80428,28
2020,100080,28
2019,85661,28
2019,85731,28
2019,100694,28
2019,76325,28
2019,99474,28
2019,99609,28
2019,94229,28
2019,91195,28
2020,85731,28
2019,1706,27
2019,60863,27
2019,20496,27
2019,78358,27
2019,29456,27
2019,92136,27
2019,14611,27
2019,67156,27
2019,45262,27
2019,76603,27
2019,46415,27
2020,83073,27
2020,18434,27
2019,61511,27
2020,51441,27
2019,77118,27
2019,20135,27
2019,81678,27
2019,15891,27
2019,105870,27
2020,21786,27
2019,60529,27
2020,51085,27
2019,87504,27
2019,2687,27
2019,58858,27
2019,45839,27
2019,117104,27
2019,46316,27
2019,91336,27
2020,56884,27
2020,78731,27
2019,16506,27
2020,77607,27
2020,10437,27
2019,84176,27
2019,45654,27
2020,59636,27
2019,18496,27
2019,84916,27
2019,17744,27
2019,78852,27
2019,17768,27
2019,114236,27
2020,38667,27
2019,79797,27
2020,13939,27
2020,107795,27
2019,33086,27
2020,68651,27
2019,17807,27
2019,109595,27
2020,7403,27
2019,75344,27
2019,41658,27
2019,97847,27
2019,24447,27
2019,72258,27
2019,40176,27
2019,102060,27
2020,47337,27
2019,100779,27
2020,8622,27
2020,110477,27
2019,53352,27
2019,69878,27
2019,26639,27
2019,94121,27
2019,26619,27
2019,100837,27
2019,24793,27
2019,110809,27
2019,22816,27
2019,63263,27
2019,48171,27
2019,97949,27
2019,43604,27
2019,93189,27
2019,37800,27
2019,102923,27
2019,3638,27
2019,63765,27
2019,53337,27
2019,103083,27
2019,48275,27
2019,71423,27
2019,15281,27
2019,64245,27
2019,11263,27
2020,68182,27
2019,2177,27
2019,93346,27
2019,36949,27
2020,99943,27
2019,54409,27
2019,103825,27
2019,2004,27
2019,98283,27
2019,6889,27
2019,71454,27
2019,37239,27
2019,99633,27
2019,37355,27
2020,65578,27
2020,10646,27
2019,95487,27
2020,37970,27
2019,75730,27
2019,30274,27
2019,62720,27
2019,10693,27
2019,100419,27
2019,40727,27
2019,104690,27
2020,27635,27
2020,111812,27
2020,47326,27
2019,104078,27
2019,32439,27
2019,28990,27
2019,5479,27
2019,17506,27
2020,14732,27
2019,2284,27
2019,52870,27
2019,34131,27
2019,49694,27
2020,117311,26
2019,32734,26
2019,77819,26
2019,39679,26
2019,104632,26
2019,19300,26
2019,116422,26
2020,46097,26
2020,112941,26
2019,8839,26
2019,95399,26
2019,8630,26
2020,74580,26
2019,47927,26
2019,90264,26
2019,32578,26
2019,90283,26
2019,39096,26
2019,100972,26
2019,46081,26
2020,101212,26
2019,34050,26
2019,99977,26
2020,33588,26
2019,112703,26
2020,19296,26
2019,70743,26
2019,30933,26
2019,89412,26
2019,47392,26
2019,100386,26
2019,3616,26
2019,94664,26
2019,33314,26
2019,85458,26
2019,29841,26
2019,112843,26
2019,32115,26
2019,87181,26
2019,50163,26
2019,112537,26
2019,58385,26
2019,99114,26
2019,49262,26
2020,99045,26
2019,22315,26
2019,99079,26
2019,7370,26
2019,69677,26
2019,49015,26
2019,112912,26
2019,47940,26
2020,84766,26
2019,40381,26
2019,63705,26
2019,46260,26
2019,71987,26
2019,49516,26
2019,94201,26
2019,6289,26
2019,95562,26
2019,23699,26
2019,84403,26
2019,44314,26
2020,114287,26
2019,55474,26
2019,113588,26
2020,38059,26
2020,68912,26
2019,20732,26
2019,62610,26
2019,14224,26
2020,62904,26
2019,26908,26
2020,105163,26
2019,36154,26
2019,108310,26
2019,28452,26
2019,78833,26
2019,444,26
2020,60467,26
2019,45397,26
2019,76084,26
2019,591,26
2019,106560,26
2019,35771,26
2019,103446,26
2019,56017,26
2019,89120,26
2019,6416,26
2020,83139,26
2019,24481,26
2019,111921,26
2019,8201,26
2019,73824,26
2020,7641,26
2019,103932,26
2019,3929,26
2019,113550,26
2020,27866,26
2019,88490,26
2019,7113,26
2020,62487,26
2020,20258,26
2019,85929,26
2019,27511,26
2019,105804,26
2019,3967,26
2019,112247,26
2019,16889,26
2019,69395,26
2019,1004,26
2019,105339,26
2019,28706,26
2019,69529,26
2019,21308,26
2020,88143,26
2019,17983,26
2019,74355,26
2020,841,26
2019,72481,26
2020,15786,26
2019,104411,26
2019,25162,26
2019,102081,26
2020,51453,26
2020,4633,26
2019,12121,26
2020,37231,26
2019,10800,26
2019,118698,25
2019,18756,25
2019,118322,25
2019,35689,25
2019,117266,25
2019,40135,25
2020,117749,25
2019,19453,25
2019,115498,25
2019,17524,25
2019,80493,25
2020,31062,25
2020,110945,25
2020,3551,25
2020,67836,25
2020,44688,25
2019,80728,25
2019,50171,25
2019,104932,25
2019,37413,25
2019,105678,25
2019,38430,25
2019,67836,25
2019,48875,25
2019,99568,25
2019,42157,25
2019,73739,25
2020,13545,25
2019,95607,25
2019,55086,25
2020,71113,25
2019,40352,25
2019,111075,25
2020,16849,25
2020,65920,25
2019,26529,25
2020,89077,25
2019,43659,25
2019,72183,25
2019,19005,25
2019,66778,25
2019,49631,25
2019,97952,25
2019,58153,25
2019,63181,25
2020,24803,25
2019,77696,25
2019,39982,25
2019,104302,25
2019,27013,25
2020,105515,25
2019,2179,25
2019,63736,25
2019,22606,25
2019,97275,25
2019,13515,25
2019,88062,25
2019,27108,25
2019,72787,25
2019,22624,25
2020,99283,25
2019,54117,25
2019,95012,25
2019,12902,25
2019,66086,25
2019,30032,25
2019,98469,25
2019,32621,25
2019,89559,25
2019,44864,25
2019,99196,25
2020,29094,25
2019,60507,25
2019,22050,25
2020,60919,25
2019,28413,25
2019,80380,25
2019,13964,25
2019,89518,25
2020,5636,25
2019,74149,25
2019,56566,25
2020,78959,25
2019,51934,25
2019,111173,25
2019,46471,25
2019,64945,25
2019,24282,25
2019,83802,25
2019,42922,25
2019,107900,25
2019,51470,25
2019,101410,25
2019,33268,25
2019,102080,25
2019,4995,25
2020,82555,25
2019,10469,25
2020,67252,25
2019,45556,25
2019,109747,25
2019,33725,25
2020,91678,25
2019,20316,25
2019,81451,25
2020,19841,25
2020,116208,25
2019,57939,25
2020,93644,25
2019,51056,25
2020,106231,25
2019,12092,25
2019,101693,25
2019,56713,25
2019,68735,25
2019,39765,25
2019,81916,25
2020,46919,25
2020,101469,25
2020,32654,25
2019,101035,25
2019,2637,25
2019,90991,25
2019,51716,25
2020,82675,25
2019,32753,25
2019,83626,25
2019,45250,25
2019,75266,25
2020,23550,25
2019,65779,25
2019,35031,25
2019,85482,25
2020,10450,25
2019,64322,25
2020,39008,25
2019,100429,25
2019,27855,25
2020,82315,25
2019,116029,25
2019,118098,24
2019,69432,24
2019,118947,24
2019,72957,24
2020,118678,24
2019,87628,24
2019,56484,24
2019,113178,24
2020,22264,24
2019,111215,24
2020,903,24
2019,92181,24
2019,29047,24
2019,111329,24
2019,54090,24
2020,66194,24
2019,54370,24
2019,108679,24
2019,12299,24
2019,97492,24
2019,40272,24
2019,58807,24
2019,12264,24
2019,109268,24
2019,10907,24
2019,88399,24
2019,56714,24
2020,98208,24
2019,48878,24
2019,111054,24
2019,53644,24
2019,94616,24
2020,8809,24
2019,97387,24
2019,8836,24
2019,101905,24
2019,24816,24
2020,108478,24
2019,55561,24
2019,107080,24
2020,5820,24
2019,102744,24
2020,9795,24
2020,97790,24
2019,50990,24
2019,72831,24
2020,27546,24
2019,72795,24
2019,29505,24
2019,83816,24
2020,29639,24
2019,95813,24
2019,13163,24
2019,91678,24
2020,27640,24
2019,97250,24
2019,57332,24
2019,114401,24
2019,22672,24
2019,79157,24
2019,28189,24
2019,87780,24
2019,1606,24
2019,82428,24
2019,23376,24
2019,73103,24
2019,30392,24
2019,111230,24
2019,26608,24
2020,97553,24
2019,56831,24
2019,87716,24
2019,23426,24
2019,63354,24
2019,24013,24
2019,67043,24
2019,28410,24
2019,70933,24
2019,20258,24
2020,98269,24
2020,26950,24
2019,64512,24
2019,51914,24
2019,74956,24
2019,21708,24
2020,105980,24
2020,51391,24
2019,99283,24
2019,31077,24
2020,116026,24
2020,22299,24
2019,86538,24
2019,41783,24
2019,70502,24
2019,45734,24
2019,75329,24
2019,33588,24
2020,71363,24
2019,3623,24
2019,96113,24
2019,40033,24
2020,61586,24
2020,46233,24
2020,115915,24
2019,2869,24
2019,94618,24
2020,17744,24
2019,73898,24
2020,13346,24
2020,94540,24
2019,35514,24
2019,92251,24
2019,35479,24
2019,80752,24
2019,32145,24
2019,114043,24
2019,16000,24
2019,78539,24
2019,46914,24
2020,104544,24
2019,45189,24
2019,59382,24
2019,45351,24
2019,96982,24
2019,15999,24
2019,70326,24
2019,47111,24
2019,117172,24
2019,5140,24
2019,94076,24
2019,34876,24
2020,73211,24
2019,36380,24
2019,77874,24
2019,37509,24
2020,104104,24
2020,44430,24
2019,81659,24
2019,48733,24
2019,67605,24
2019,34441,24
2019,112422,24
2019,43932,24
2020,88927,24
2020,45773,24
2019,113453,24
2019,18001,24
2019,70198,24
2019,14245,24
2019,76064,24
2019,37734,24
2019,101010,24
2019,101008,24
2019,98909,24
2019,80189,24
2019,83275,24
2019,66045,24
2019,89077,24
2019,110967,24
2019,86914,24
2019,118433,23
2020,82380,23
2019,17732,23
2019,102928,23
2019,37287,23
2019,114985,23
2019,46774,23
2019,102819,23
2019,46825,23
2019,83226,23
2019,41611,23
2019,108178,23
2019,3349,23
2019,65348,23
2019,46550,23
2019,115060,23
2019,28742,23
2020,80104,23
2019,56671,23
2019,116251,23
2020,37173,23
2019,63751,23
2020,55310,23
2019,71866,23
2019,51995,23
2020,70117,23
2019,8669,23
2019,109831,23
2019,25304,23
2019,109705,23
2019,4094,23
2019,100641,23
2019,44121,23
2020,100431,23
2019,14149,23
2019,99533,23
2019,24524,23
2019,115859,23
2020,42369,23
2019,106196,23
2019,38595,23
2020,70573,23
2019,28496,23
2019,85811,23
2019,38701,23
2019,59344,23
2019,24315,23
2019,83495,23
2019,3852,23
2019,87103,23
2019,18665,23
2020,69878,23
2019,38244,23
2020,72879,23
2019,42438,23
2019,83529,23
2019,25178,23
2019,72895,23
2019,25457,23
2019,72891,23
2019,51901,23
2019,88160,23
2019,37299,23
2019,102091,23
2019,34391,23
2020,87098,23
2019,38770,23
2019,79631,23
2019,9081,23
2019,115433,23
2019,47326,23
2019,68106,23
2020,14201,23
2019,69802,23
2020,35602,23
2019,109449,23
2019,8021,23
2019,109465,23
2019,36282,23
2019,59152,23
2019,31796,23
2019,81913,23
2019,8725,23
2019,80743,23
2019,5998,23
2019,71008,23
2019,4489,23
2019,75386,23
2019,54287,23
2020,114109,23
2019,52798,23
2019,61544,23
2019,26615,23
2019,92703,23
2019,49271,23
2019,92890,23
2020,35635,23
2020,104683,23
2019,11490,23
2019,90708,23
2020,26887,23
2019,94651,23
2019,20694,23
2020,66198,23
2019,58590,23
2019,94661,23
2019,27222,23
2020,114096,23
2019,9811,23
2019,93390,23
2019,48961,23
2020,94809,23
2019,22442,23
2020,74413,23
2019,6739,23
2019,114382,23
2020,48961,23
2019,105482,23
2019,49148,23
2019,77280,23
2019,40099,23
2019,74413,23
2020,17161,23
2020,113187,23
2019,47976,23
2019,74796,23
2019,10781,23
2019,90771,23
2019,23173,23
2019,114224,23
2019,43405,23
2019,61681,23
2019,29954,23
2020,77010,23
2019,35297,23
2020,107038,23
2020,57009,23
2019,95113,23
2019,2891,23
2019,105011,23
2019,27755,23
2019,40638,23
2019,43571,23
2019,77125,22
2019,35367,22
2019,70177,22
2019,1033,22
2020,100515,22
2019,11939,22
2019,100750,22
2019,11572,22
2020,74391,22
2019,46017,22
2019,101564,22
2019,16975,22
2019,91603,22
2020,4392,22
2020,99466,22
2020,54027,22
2019,65133,22
2019,28073,22
2019,97987,22
2020,43187,22
2020,104235,22
2019,3141,22
2020,78941,22
2019,53816,22
2020,104191,22
2020,52195,22
2019,76745,22
2020,37344,22
2019,91612,22
2020,51869,22
2019,89919,22
2019,15234,22
2019,107618,22
2020,7640,22
2019,97540,22
2019,45149,22
2019,72807,22
2019,25504,22
2019,107269,22
2019,53697,22
2019,109760,22
2019,28473,22
2019,72913,22
2020,37203,22
2019,77263,22
2019,25920,22
2019,88000,22
2019,10942,22
2019,69767,22
2019,5979,22
2020,101964,22
2020,51757,22
2019,87946,22
2020,6328,22
2019,79200,22
2019,55200,22
2019,77321,22
2020,49516,22
2019,89685,22
2019,56811,22
2019,101329,22
2019,16608,22
2019,69833,22
2019,6698,22
2019,74364,22
2019,56836,22
2019,115030,22
2019,15859,22
2020,109595,22
2019,50499,22
2019,71436,22
2019,9536,22
2019,93234,22
2019,38970,22
2019,90132,22
2020,32697,22
2019,58896,22
2019,49300,22
2019,80377,22
2019,2219,22
2019,86886,22
2020,49549,22
2019,108515,22
2019,32399,22
2019,96756,22
2019,16090,22
2019,92981,22
2019,9830,22
2020,113256,22
2019,29992,22
2019,88854,22
2020,29925,22
2019,95071,22
2019,2312,22
2019,86611,22
2019,47937,22
2019,61747,22
2020,32003,22
2019,62712,22
2019,32138,22
2019,92641,22
2019,13526,22
2019,76494,22
2020,30269,22
2020,73478,22
2019,12854,22
2020,105784,22
2019,16188,22
2019,87465,22
2019,38943,22
2019,66538,22
2019,39770,22
2019,111783,22
2019,10663,22
2020,80380,22
2019,40173,22
2020,58862,22
2019,34121,22
2019,106086,22
2019,31365,22
2019,67162,22
2019,13239,22
2019,102138,22
2019,8309,22
2019,82727,22
2020,9550,22
2019,72521,22
2020,55905,22
2019,92311,22
2019,24740,22
2019,96937,22
2019,33558,22
2019,66415,22
2019,48331,22
2019,114616,22
2019,58331,22
2019,106444,22
2019,21818,22
2019,60920,22
2019,46833,22
2019,102279,22
2020,29195,22
2019,16677,22
2019,24017,22
2019,56264,22
2019,1481,22
2020,29165,22
2019,29247,22
2019,28777,22
2020,118912,21
2019,16211,21
2019,118562,21
2019,53240,21
2019,98742,21
2019,16294,21
2020,60911,21
2020,58423,21
2019,70642,21
2019,16322,21
2019,98647,21
2019,53371,21
2019,98631,21
2019,53261,21
2020,70582,21
2019,58233,21
2020,63512,21
2019,41162,21
2019,75208,21
2019,43568,21
2020,72163,21
2020,15335,21
2019,87497,21
2020,3385,21
2019,115233,21
2019,25309,21
2019,62467,21
2020,42070,21
2019,67148,21
2020,54895,21
2019,86212,21
2019,42416,21
2019,95733,21
2019,682,21
